pocket_inchi,pocket_filename,protein_filename,representative,representative_name,protein_name,domain,organism,protein_code,chain_code,ligand_code,ligand_occupancy,int.protein_code,int.chain_code,int.protein_name,int.domain,int.organism
6wzo1B_002_______________,Pocket_002_6wzo1_1_B.pdb,6wzo1_1_B.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZO,B, , , , , , , 
6wzo1B_001_______________,Pocket_001_6wzo1_1_B.pdb,6wzo1_1_B.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZO,B, , ,6wzo,A,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wzo1A_002_______________,Pocket_002_6wzo1_1_A.pdb,6wzo1_1_A.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZO,A, , ,6wzo,B,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wzo1A_001_______________,Pocket_001_6wzo1_1_A.pdb,6wzo1_1_A.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WZO,A, , ,6wzo,B,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wxd1B_001_______________,Pocket_001_6wxd1_1_B.pdb,6wxd1_1_B.pdb, , ,Nsp-9,cd21898,Severe acute respiratory syndrome coronavirus 2,6WXD,B, , , , , , , 
6wxd1A_002_______________,Pocket_002_6wxd1_1_A.pdb,6wxd1_1_A.pdb, , ,Nsp-9,cd21898,Severe acute respiratory syndrome coronavirus 2,6WXD,A, , , , , , , 
6wxd1A_001_______________,Pocket_001_6wxd1_1_A.pdb,6wxd1_1_A.pdb, , ,Nsp-9,cd21898,Severe acute respiratory syndrome coronavirus 2,6WXD,A, , , , , , , 
6wxc1B_005_______________,Pocket_005_6wxc1_1_B.pdb,6wxc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,B, , , , , , , 
6wxc1B_004_______________,Pocket_004_6wxc1_1_B.pdb,6wxc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,B, , , , , , , 
6wxc1B_003_______________,Pocket_003_6wxc1_1_B.pdb,6wxc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,B,CMU,0.812, , , , , 
6wxc1B_002_______________,Pocket_002_6wxc1_1_B.pdb,6wxc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,B, , , , , , , 
6wxc1B_001_______________,Pocket_001_6wxc1_1_B.pdb,6wxc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,B, , , , , , , 
6wxc1A_005_______________,Pocket_005_6wxc1_1_A.pdb,6wxc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,A, , , , , , , 
6wxc1A_004_______________,Pocket_004_6wxc1_1_A.pdb,6wxc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,A, , , , , , , 
6wxc1A_003_______________,Pocket_003_6wxc1_1_A.pdb,6wxc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,A, , , , , , , 
6wxc1A_002_______________,Pocket_002_6wxc1_1_A.pdb,6wxc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,A, , , , , , , 
6wxc1A_001_______________,Pocket_001_6wxc1_1_A.pdb,6wxc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WXC,A, , , , , , , 
6wx41D_003_______________,Pocket_003_6wx41_1_D.pdb,6wx41_1_D.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WX4,D,birds,0.647, , , , , 
6wx41D_002_______________,Pocket_002_6wx41_1_D.pdb,6wx41_1_D.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WX4,D, , , , , , , 
6wx41D_001_______________,Pocket_001_6wx41_1_D.pdb,6wx41_1_D.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WX4,D, , , , , , , 
6wvn1B_001_______________,Pocket_001_6wvn1_1_B.pdb,6wvn1_1_B.pdb, , ,Nsp-10,cd21901,Severe acute respiratory syndrome coronavirus 2,6WVN,B, , , , , , , 
6wvn1A_005_______________,Pocket_005_6wvn1_1_A.pdb,6wvn1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WVN,A, , , , , , , 
6wvn1A_004_______________,Pocket_004_6wvn1_1_A.pdb,6wvn1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WVN,A, , , , , , , 
6wvn1A_003_______________,Pocket_003_6wvn1_1_A.pdb,6wvn1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WVN,A, , , , , , , 
6wvn1A_002_______________,Pocket_002_6wvn1_1_A.pdb,6wvn1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WVN,A, , , , , , , 
6wvn1A_001_______________,Pocket_001_6wvn1_1_A.pdb,6wvn1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WVN,A,SAM,0.889, , , , , 
6wvn1A_001_______________,Pocket_001_6wvn1_1_A.pdb,6wvn1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WVN,A,GTA,0.922, , , , , 
6wtt1A_003_______________,Pocket_003_6wtt1_1_A.pdb,6wtt1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTT,A, , , , , , , 
6wtt1A_002_______________,Pocket_002_6wtt1_1_A.pdb,6wtt1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTT,A,K36,0.897, , , , , 
6wtt1A_001_______________,Pocket_001_6wtt1_1_A.pdb,6wtt1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTT,A, , , , , , , 
6wtm1B_006_______________,Pocket_006_6wtm1_1_B.pdb,6wtm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,B, , , , , , , 
6wtm1B_005_______________,Pocket_005_6wtm1_1_B.pdb,6wtm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,B, , , , , , , 
6wtm1B_004_______________,Pocket_004_6wtm1_1_B.pdb,6wtm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,B, , , , , , , 
6wtm1B_003_______________,Pocket_003_6wtm1_1_B.pdb,6wtm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,B, , , , , , , 
6wtm1B_002_______________,Pocket_002_6wtm1_1_B.pdb,6wtm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,B, , ,6wtm,A,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2
6wtm1B_001_______________,Pocket_001_6wtm1_1_B.pdb,6wtm1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,B, , , , , , , 
6wtm1A_004_______________,Pocket_004_6wtm1_1_A.pdb,6wtm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,A, , , , , , , 
6wtm1A_003_______________,Pocket_003_6wtm1_1_A.pdb,6wtm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,A, , , , , , , 
6wtm1A_002_______________,Pocket_002_6wtm1_1_A.pdb,6wtm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,A, , , , , , , 
6wtm1A_001_______________,Pocket_001_6wtm1_1_A.pdb,6wtm1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTM,A, , , , , , , 
6wtk1A_004_______________,Pocket_004_6wtk1_1_A.pdb,6wtk1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTK,A, , , , , , , 
6wtk1A_003_______________,Pocket_003_6wtk1_1_A.pdb,6wtk1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTK,A, , , , , , , 
6wtk1A_002_______________,Pocket_002_6wtk1_1_A.pdb,6wtk1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTK,A, , , , , , , 
6wtk1A_001_______________,Pocket_001_6wtk1_1_A.pdb,6wtk1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTK,A,UED,0.862, , , , , 
6wtj1A_004_______________,Pocket_004_6wtj1_1_A.pdb,6wtj1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTJ,A, , , , , , , 
6wtj1A_003_______________,Pocket_003_6wtj1_1_A.pdb,6wtj1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTJ,A, , , , , , , 
6wtj1A_002_______________,Pocket_002_6wtj1_1_A.pdb,6wtj1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTJ,A, , , , , , , 
6wtj1A_001_______________,Pocket_001_6wtj1_1_A.pdb,6wtj1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WTJ,A,K36,0.793, , , , , 
6wtc1B_001_______________,Pocket_001_6wtc1_1_B.pdb,6wtc1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WTC,B, , , , , , , 
6wtc1A_003_______________,Pocket_003_6wtc1_1_A.pdb,6wtc1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WTC,A, , ,6wtc,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6wtc1A_002_______________,Pocket_002_6wtc1_1_A.pdb,6wtc1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WTC,A, , ,6wtc,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6wtc1A_001_______________,Pocket_001_6wtc1_1_A.pdb,6wtc1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WTC,A, , ,6wtc,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6wrz1B_002_______________,Pocket_002_6wrz1_1_B.pdb,6wrz1_1_B.pdb, , ,Nsp-10,cd21901,Severe acute respiratory syndrome coronavirus 2,6WRZ,B, , , , , , , 
6wrz1B_001_______________,Pocket_001_6wrz1_1_B.pdb,6wrz1_1_B.pdb, , ,Nsp-10,cd21901,Severe acute respiratory syndrome coronavirus 2,6WRZ,B, , , , , , , 
6wrz1A_007_______________,Pocket_007_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A, , , , , , , 
6wrz1A_006_______________,Pocket_006_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A, , , , , , , 
6wrz1A_005_______________,Pocket_005_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A, , , , , , , 
6wrz1A_004_______________,Pocket_004_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A, , , , , , , 
6wrz1A_003_______________,Pocket_003_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A,GTA,0.863, , , , , 
6wrz1A_002_______________,Pocket_002_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A, , , , , , , 
6wrz1A_001_______________,Pocket_001_6wrz1_1_A.pdb,6wrz1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WRZ,A, , , , , , , 
6wrh1A_007_______________,Pocket_007_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wrh1A_006_______________,Pocket_006_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wrh1A_005_______________,Pocket_005_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wrh1A_004_______________,Pocket_004_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wrh1A_003_______________,Pocket_003_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wrh1A_002_______________,Pocket_002_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wrh1A_001_______________,Pocket_001_6wrh1_1_A.pdb,6wrh1_1_A.pdb, , ,Nsp-3 (Papain-like protease),"cd21466,cd21732",Severe acute respiratory syndrome coronavirus 2,6WRH,A, , , , , , , 
6wqf1A_004_______________,Pocket_004_6wqf1_1_A.pdb,6wqf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WQF,A, , , , , , , 
6wqf1A_003_______________,Pocket_003_6wqf1_1_A.pdb,6wqf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WQF,A, , , , , , , 
6wqf1A_002_______________,Pocket_002_6wqf1_1_A.pdb,6wqf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WQF,A, , , , , , , 
6wqf1A_001_______________,Pocket_001_6wqf1_1_A.pdb,6wqf1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WQF,A, , , , , , , 
6wqd1D_003_______________,Pocket_003_6wqd1_1_D.pdb,6wqd1_1_D.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,D, , , , , , , 
6wqd1D_002_______________,Pocket_002_6wqd1_1_D.pdb,6wqd1_1_D.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,D, , ,6wqd,C,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2
6wqd1D_001_______________,Pocket_001_6wqd1_1_D.pdb,6wqd1_1_D.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,D, , , , , , , 
6wqd1C_001_______________,Pocket_001_6wqd1_1_C.pdb,6wqd1_1_C.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WQD,C, , ,6wqd,D,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6wqd1B_006_______________,Pocket_006_6wqd1_1_B.pdb,6wqd1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,B, , ,6wqd,A,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2
6wqd1B_005_______________,Pocket_005_6wqd1_1_B.pdb,6wqd1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,B, , , , , , , 
6wqd1B_004_______________,Pocket_004_6wqd1_1_B.pdb,6wqd1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,B, , , , , , , 
6wqd1B_003_______________,Pocket_003_6wqd1_1_B.pdb,6wqd1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,B, , , , , , , 
6wqd1B_002_______________,Pocket_002_6wqd1_1_B.pdb,6wqd1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,B, , ,6wqd,A,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2
6wqd1B_001_______________,Pocket_001_6wqd1_1_B.pdb,6wqd1_1_B.pdb, , ,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2,6WQD,B, , , , , , , 
6wqd1A_004_______________,Pocket_004_6wqd1_1_A.pdb,6wqd1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WQD,A, , , , , , , 
6wqd1A_003_______________,Pocket_003_6wqd1_1_A.pdb,6wqd1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WQD,A, , ,6wqd,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6wqd1A_002_______________,Pocket_002_6wqd1_1_A.pdb,6wqd1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WQD,A, , , , , , , 
6wqd1A_001_______________,Pocket_001_6wqd1_1_A.pdb,6wqd1_1_A.pdb, , ,Nsp-7,cd21827,Severe acute respiratory syndrome coronavirus 2,6WQD,A, , ,6wqd,B,Nsp-8,cd21831,Severe acute respiratory syndrome coronavirus 2
6wq31B_001_______________,Pocket_001_6wq31_1_B.pdb,6wq31_1_B.pdb, , ,Nsp-10,cd21901,Severe acute respiratory syndrome coronavirus 2,6WQ3,B, , , , , , , 
6wq31A_008_______________,Pocket_008_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6wq31A_007_______________,Pocket_007_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6wq31A_006_______________,Pocket_006_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6wq31A_005_______________,Pocket_005_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6wq31A_004_______________,Pocket_004_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6wq31A_003_______________,Pocket_003_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A,GTA,0.941, , , , , 
6wq31A_002_______________,Pocket_002_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6wq31A_001_______________,Pocket_001_6wq31_1_A.pdb,6wq31_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WQ3,A, , , , , , , 
6woj1A_001_______________,Pocket_001_6woj1_1_A.pdb,6woj1_1_A.pdb, , ,Nsp-3,cd21557,Severe acute respiratory syndrome coronavirus 2,6WOJ,A,APR,1, , , , , 
6wnp1A_003_______________,Pocket_003_6wnp1_1_A.pdb,6wnp1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WNP,A, , , , , , , 
6wnp1A_002_______________,Pocket_002_6wnp1_1_A.pdb,6wnp1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WNP,A, , , , , , , 
6wnp1A_001_______________,Pocket_001_6wnp1_1_A.pdb,6wnp1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,6WNP,A,U5G,0.838, , , , , 
6wlc1B_002_______________,Pocket_002_6wlc1_1_B.pdb,6wlc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,B, , , , , , , 
6wlc1B_001_______________,Pocket_001_6wlc1_1_B.pdb,6wlc1_1_B.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,B, , , , , , , 
6wlc1A_008_______________,Pocket_008_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wlc1A_007_______________,Pocket_007_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wlc1A_006_______________,Pocket_006_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wlc1A_005_______________,Pocket_005_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wlc1A_004_______________,Pocket_004_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wlc1A_003_______________,Pocket_003_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wlc1A_002_______________,Pocket_002_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A,U5P,0.714, , , , , 
6wlc1A_001_______________,Pocket_001_6wlc1_1_A.pdb,6wlc1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,6WLC,A, , , , , , , 
6wkq1B_001_______________,Pocket_001_6wkq1_1_B.pdb,6wkq1_1_B.pdb, , ,Nsp-10,cd21901,Severe acute respiratory syndrome coronavirus 2,6WKQ,B, , , , , , , 
6wkq1A_005_______________,Pocket_005_6wkq1_1_A.pdb,6wkq1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WKQ,A, , , , , , , 
6wkq1A_004_______________,Pocket_004_6wkq1_1_A.pdb,6wkq1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WKQ,A, , , , , , , 
6wkq1A_003_______________,Pocket_003_6wkq1_1_A.pdb,6wkq1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WKQ,A, , , , , , , 
6wkq1A_002_______________,Pocket_002_6wkq1_1_A.pdb,6wkq1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WKQ,A,SFG,0.852, , , , , 
6wkq1A_001_______________,Pocket_001_6wkq1_1_A.pdb,6wkq1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WKQ,A, , , , , , , 
6wjt1B_001_______________,Pocket_001_6wjt1_1_B.pdb,6wjt1_1_B.pdb, , ,Nsp-10,cd21901,Severe acute respiratory syndrome coronavirus 2,6WJT,B, , , , , , , 
6wjt1A_005_______________,Pocket_005_6wjt1_1_A.pdb,6wjt1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WJT,A, , , , , , , 
6wjt1A_004_______________,Pocket_004_6wjt1_1_A.pdb,6wjt1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WJT,A, , , , , , , 
6wjt1A_003_______________,Pocket_003_6wjt1_1_A.pdb,6wjt1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WJT,A, , , , , , , 
6wjt1A_002_______________,Pocket_002_6wjt1_1_A.pdb,6wjt1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WJT,A, , , , , , , 
6wjt1A_001_______________,Pocket_001_6wjt1_1_A.pdb,6wjt1_1_A.pdb, , ,Nsp-16,cd20762,Severe acute respiratory syndrome coronavirus 2,6WJT,A, , , , , , , 
6wji1B_002_______________,Pocket_002_6wji1_1_B.pdb,6wji1_1_B.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WJI,B, , ,6wji,A,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wji1B_001_______________,Pocket_001_6wji1_1_B.pdb,6wji1_1_B.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WJI,B, , ,6wji,A,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wji1A_002_______________,Pocket_002_6wji1_1_A.pdb,6wji1_1_A.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WJI,A, , ,6wji,B,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wji1A_001_______________,Pocket_001_6wji1_1_A.pdb,6wji1_1_A.pdb, , ,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2,6WJI,A, , ,6wji,B,Nucleocapsid,cd21595,Severe acute respiratory syndrome coronavirus 2
6wey1A_001_______________,Pocket_001_6wey1_1_A.pdb,6wey1_1_A.pdb, , ,Nsp-3,cd21557,Severe acute respiratory syndrome coronavirus 2,6WEY,A, , , , , , , 
