pocket.1,pocket.2,similarity_value
11_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817089
11_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808324
10_SARS2-Nsp-16,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.83491
10_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824621
1_SARS2-Spike TRIMER open,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.827344
1_SARS2-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.812547
1_SARS2-ORF3a,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.819194
1_SARS2-Nsp-14 (Proofreading exoribonuclease),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821818
1_SARS2-Nsp-12,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.825608
1_SARS2-Nsp-1,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813243
1_SARS-Spike S1 RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.822571
1_SARS-Nucleocapsid,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806283
1_SARS-Nsp-8,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.836465
1_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.812171
1_SARS-Nsp-10,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806194
1_MERS-Spike S2 HR,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.84596
1_MERS-Spike RBD,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.856475
1_MERS-Nucleocapsid,3_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824856
9_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.829214
9_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.804909
9_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.829232
8_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.829149
8_SARS2-Spike TRIMER closed,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.806531
7_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.839989
7_SARS-Spike S1 RBD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.803538
7_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.830226
7_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.822841
7_SARS-Nsp-3,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.811354
6_SARS2-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.817572
6_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.844278
6_SARS-Spike S1 RBD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.807481
6_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.848671
5_SARS2-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.824811
5_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.809133
5_SARS-Spike S1 RBD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.824514
4_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.808786
4_SARS2-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.838202
4_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.831683
4_SARS-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.846789
4_MERS-Spike NTD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.837814
3_SARS2-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.845731
3_SARS-Spike S1 RBD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.846165
3_SARS-Spike NTD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.821041
3_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.830034
3_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.838755
24_SARS2-Spike TRIMER closed,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.867566
22_SARS2-Spike TRIMER closed,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.839252
20_SARS2-Spike TRIMER closed,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.823915
2_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.829364
2_SARS2-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.842156
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.815111
2_SARS2-Nsp-10,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.810388
2_SARS-Spike S1 RBD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.835096
2_SARS-Spike NTD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.836242
2_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.818104
2_SARS-Nsp-16,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.818439
19_SARS2-Spike TRIMER closed,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.821174
18_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.804712
17_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.821632
16_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.803032
15_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.827286
14_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.836581
14_SARS2-Spike TRIMER closed,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.814492
11_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.817652
1_SARS2-Spike TRIMER open,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.822346
1_SARS-Spike S1 RBD,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.807409
1_SARS-Nsp-8,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.846338
1_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.826839
1_MERS-Spike S2 HR,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.825626
1_MERS-Nucleocapsid,3_SARS2-Nsp-15 (Uridylate specific endoribonuclease),0.849363
9_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.843878
9_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-16,0.822145
9_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.828795
8_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.835649
8_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.801768
7_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-16,0.843112
7_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-16,0.843388
7_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.818726
7_SARS-Nsp-3,3_SARS2-Nsp-16,0.805843
6_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-16,0.830931
6_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-16,0.841034
6_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.838254
5_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-16,0.81231
5_SARS-Nsp-16,3_SARS2-Nsp-16,0.815547
4_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.814116
4_SARS-Spike NTD,3_SARS2-Nsp-16,0.818574
4_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-16,0.823054
4_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.819025
4_SARS-Nsp-16,3_SARS2-Nsp-16,0.84422
4_MERS-Spike NTD,3_SARS2-Nsp-16,0.836612
3_SARS-Spike S1 RBD,3_SARS2-Nsp-16,0.839995
3_SARS-Spike NTD,3_SARS2-Nsp-16,0.841536
3_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.831356
3_MERS-Spike NTD,3_SARS2-Nsp-16,0.818054
3_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.854836
25_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.806844
24_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.831323
22_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.843592
20_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.810481
2_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.838345
2_SARS2-Nsp-16,3_SARS2-Nsp-16,0.815189
2_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-16,0.812271
2_SARS2-Nsp-10,3_SARS2-Nsp-16,0.823899
2_SARS-Spike S1 RBD,3_SARS2-Nsp-16,0.83068
2_SARS-Spike NTD,3_SARS2-Nsp-16,0.824335
2_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-16,0.843714
2_SARS-Nsp-16,3_SARS2-Nsp-16,0.827365
2_MERS-Spike NTD,3_SARS2-Nsp-16,0.802914
19_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.823882
18_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.817098
18_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.821316
17_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.832746
17_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.830143
16_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.818661
15_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.823343
14_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.827442
14_SARS2-Spike TRIMER closed,3_SARS2-Nsp-16,0.833079
11_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.820072
1_SARS2-Spike TRIMER open,3_SARS2-Nsp-16,0.837938
1_SARS-Spike S1 RBD,3_SARS2-Nsp-16,0.805965
1_SARS-Nsp-8,3_SARS2-Nsp-16,0.83348
1_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-16,0.82839
1_MERS-Spike S2 HR,3_SARS2-Nsp-16,0.848218
1_MERS-Nucleocapsid,3_SARS2-Nsp-16,0.834918
9_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.851814
9_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.829409
9_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.83348
8_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.814733
8_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.81335
7_SARS2-Spike S1 RBD,3_SARS2-Nsp-2,0.804982
7_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-2,0.841185
7_SARS-Spike S1 RBD,3_SARS2-Nsp-2,0.831688
7_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.82003
7_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.810854
7_SARS-Nsp-3,3_SARS2-Nsp-2,0.824525
6_SARS2-Spike S1 RBD,3_SARS2-Nsp-2,0.838778
6_SARS2-Nsp-16,3_SARS2-Nsp-2,0.820895
6_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-2,0.818827
6_SARS2-Nsp-12,3_SARS2-Nsp-2,0.806527
6_SARS-Spike S1 RBD,3_SARS2-Nsp-2,0.821891
6_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.827255
6_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.811102
5_SARS2-Spike S1 RBD,3_SARS2-Nsp-2,0.8505
5_SARS2-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.805532
5_SARS2-Nsp-16,3_SARS2-Nsp-2,0.833663
5_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-2,0.818928
5_SARS-Spike S1 RBD,3_SARS2-Nsp-2,0.815108
5_SARS-Nsp-16,3_SARS2-Nsp-2,0.82782
4_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.81305
4_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.812755
4_SARS2-Nsp-16,3_SARS2-Nsp-2,0.815035
4_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-2,0.802964
4_SARS-Spike NTD,3_SARS2-Nsp-2,0.850032
4_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.826617
4_SARS-Nsp-16,3_SARS2-Nsp-2,0.821361
4_MERS-Spike NTD,3_SARS2-Nsp-2,0.816632
3_SARS2-Spike S1 RBD,3_SARS2-Nsp-2,0.837776
3_SARS2-Spike NTD,3_SARS2-Nsp-2,0.805542
3_SARS2-Nsp-9,3_SARS2-Nsp-2,0.807241
3_SARS2-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.802846
3_SARS2-Nsp-16,3_SARS2-Nsp-2,0.820084
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-2,0.808072
3_SARS2-Nsp-12,3_SARS2-Nsp-2,0.833989
3_SARS-Spike S1 RBD,3_SARS2-Nsp-2,0.825287
3_SARS-Spike NTD,3_SARS2-Nsp-2,0.825129
3_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.81942
3_MERS-Spike NTD,3_SARS2-Nsp-2,0.815552
3_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.821808
25_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.832288
24_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.804786
22_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.831349
2_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.804918
2_SARS2-Spike NTD,3_SARS2-Nsp-2,0.819616
2_SARS2-Nsp-16,3_SARS2-Nsp-2,0.824583
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-2,0.815253
2_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-2,0.811077
2_SARS2-Nsp-12,3_SARS2-Nsp-2,0.814133
2_SARS2-Nsp-10,3_SARS2-Nsp-2,0.838404
2_SARS-Spike S1 RBD,3_SARS2-Nsp-2,0.812334
2_SARS-Spike NTD,3_SARS2-Nsp-2,0.813391
2_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.81991
2_SARS-Nsp-3,3_SARS2-Nsp-2,0.813513
2_SARS-Nsp-16,3_SARS2-Nsp-2,0.834647
2_MERS-Spike RBD,3_SARS2-Nsp-2,0.825431
2_MERS-Spike NTD,3_SARS2-Nsp-2,0.803551
2_MERS-Nucleocapsid,3_SARS2-Nsp-2,0.809594
2_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-2,0.80748
19_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.814517
18_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.814787
18_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.838798
17_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.828168
17_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.801447
16_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.822766
15_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.810842
15_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.821511
14_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.805046
14_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.810091
14_SARS2-Nsp-12,3_SARS2-Nsp-2,0.817281
13_SARS2-Spike TRIMER closed,3_SARS2-Nsp-2,0.809023
12_SARS2-Nsp-12,3_SARS2-Nsp-2,0.818979
12_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.802952
11_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.808671
11_SARS2-Nsp-12,3_SARS2-Nsp-2,0.821217
10_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.802497
10_SARS2-Nsp-12,3_SARS2-Nsp-2,0.805955
1_SARS2-Spike TRIMER open,3_SARS2-Nsp-2,0.82138
1_SARS2-Spike S1 RBD,3_SARS2-Nsp-2,0.819878
1_SARS2-Nsp-8,3_SARS2-Nsp-2,0.8049
1_SARS2-Nsp-12,3_SARS2-Nsp-2,0.817254
1_SARS-Spike S1 RBD,3_SARS2-Nsp-2,0.822436
1_SARS-Nucleocapsid,3_SARS2-Nsp-2,0.814844
1_SARS-Nsp-8,3_SARS2-Nsp-2,0.808016
1_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-2,0.818826
1_SARS-Nsp-10,3_SARS2-Nsp-2,0.8117
1_MERS-Spike S2 HR,3_SARS2-Nsp-2,0.84288
1_MERS-Spike RBD,3_SARS2-Nsp-2,0.804412
1_MERS-Nucleocapsid,3_SARS2-Nsp-2,0.815338
7_SARS2-Spike TRIMER open,3_SARS2-Nsp-3,0.800023
5_SARS2-Nsp-2,3_SARS2-Nsp-3,0.800329
4_SARS2-Nsp-2,3_SARS2-Nsp-3,0.811219
4_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3,0.802615
3_SARS2-Nsp-5 (Mpro),3_SARS2-Nsp-3,0.801698
2_SARS2-Nsp-5 (Mpro),3_SARS2-Nsp-3,0.815573
12_SARS2-Spike TRIMER open,3_SARS2-Nsp-3,0.801179
1_SARS2-ORF8,3_SARS2-Nsp-3,0.804667
1_SARS2-Nsp-10,3_SARS2-Nsp-3,0.801714
1_SARS-Nsp-10,3_SARS2-Nsp-3,0.811388
9_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.832035
9_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3 (Papain like protease),0.819851
9_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-3 (Papain like protease),0.827264
9_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.849295
8_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.839999
8_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.804636
8_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.825349
7_SARS2-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.829213
7_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3 (Papain like protease),0.853777
7_SARS-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.821704
7_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-3 (Papain like protease),0.833636
7_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.82592
7_SARS-Nsp-3,3_SARS2-Nsp-3 (Papain like protease),0.81836
6_SARS2-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.827503
6_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.832688
6_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3 (Papain like protease),0.855056
6_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.829162
6_SARS-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.824
6_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-3 (Papain like protease),0.828032
6_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.811092
5_SARS2-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.827422
5_SARS2-Nsp-5 (Mpro),3_SARS2-Nsp-3 (Papain like protease),0.801842
5_SARS2-Nsp-2,3_SARS2-Nsp-3 (Papain like protease),0.811727
5_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.845214
5_SARS2-Nsp-14 (Proofreading exoribonuclease),3_SARS2-Nsp-3 (Papain like protease),0.824372
5_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3 (Papain like protease),0.835889
5_SARS-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.824752
5_SARS-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.826188
4_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.805374
4_SARS2-Nsp-9,3_SARS2-Nsp-3 (Papain like protease),0.830347
4_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.834987
4_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.805327
4_SARS-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.812317
4_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-3 (Papain like protease),0.83265
4_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.820281
4_SARS-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.844341
4_MERS-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.840846
3_SARS2-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.827795
3_SARS2-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.815507
3_SARS2-Nucleocapsid,3_SARS2-Nsp-3 (Papain like protease),0.844547
3_SARS2-Nsp-2,3_SARS2-Nsp-3 (Papain like protease),0.818952
3_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.839626
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-3 (Papain like protease),0.832976
3_SARS2-Nsp-14 (Proofreading exoribonuclease),3_SARS2-Nsp-3 (Papain like protease),0.824141
3_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.817185
3_SARS-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.835417
3_SARS-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.830056
3_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.827087
3_MERS-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.820266
3_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.825762
25_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.812457
24_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.845382
22_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.829299
20_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.807089
2_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.840385
2_SARS2-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.81425
2_SARS2-ORF8,3_SARS2-Nsp-3 (Papain like protease),0.80809
2_SARS2-ORF3a,3_SARS2-Nsp-3 (Papain like protease),0.810721
2_SARS2-Nucleocapsid,3_SARS2-Nsp-3 (Papain like protease),0.803322
2_SARS2-Nsp-3 (Papain-like protease),3_SARS2-Nsp-3 (Papain like protease),0.818845
2_SARS2-Nsp-3,3_SARS2-Nsp-3 (Papain like protease),0.841689
2_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.836468
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),3_SARS2-Nsp-3 (Papain like protease),0.822191
2_SARS2-Nsp-14 (Proofreading exoribonuclease),3_SARS2-Nsp-3 (Papain like protease),0.819769
2_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3 (Papain like protease),0.823504
2_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.831684
2_SARS2-Nsp-10,3_SARS2-Nsp-3 (Papain like protease),0.833257
2_SARS-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.839925
2_SARS-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.833412
2_SARS-Nsp-8,3_SARS2-Nsp-3 (Papain like protease),0.805782
2_SARS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.841643
2_SARS-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.833592
2_MERS-Spike RBD,3_SARS2-Nsp-3 (Papain like protease),0.843592
2_MERS-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.806015
2_MERS-Nsp-3 (Papain like),3_SARS2-Nsp-3 (Papain like protease),0.80329
19_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.824137
18_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.835892
18_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.815476
17_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.828468
17_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.821984
16_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.812319
16_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.80307
15_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.849775
15_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.809204
14_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.827638
14_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.832546
14_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.8425
14_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.823641
13_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.8262
12_SARS2-Spike TRIMER closed,3_SARS2-Nsp-3 (Papain like protease),0.803422
12_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.830668
11_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.837074
11_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.814992
10_SARS2-Nsp-16,3_SARS2-Nsp-3 (Papain like protease),0.83552
10_SARS2-Nsp-13 (Helicase),3_SARS2-Nsp-3 (Papain like protease),0.816256
10_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.821203
1_SARS2-Spike TRIMER open,3_SARS2-Nsp-3 (Papain like protease),0.829345
1_SARS2-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.841334
1_SARS2-Spike NTD,3_SARS2-Nsp-3 (Papain like protease),0.803075
1_SARS2-ORF8,3_SARS2-Nsp-3 (Papain like protease),0.80767
1_SARS2-ORF3a,3_SARS2-Nsp-3 (Papain like protease),0.814676
1_SARS2-Nsp-8,3_SARS2-Nsp-3 (Papain like protease),0.805508
1_SARS2-Nsp-14 (Proofreading exoribonuclease),3_SARS2-Nsp-3 (Papain like protease),0.834403
1_SARS2-Nsp-12,3_SARS2-Nsp-3 (Papain like protease),0.85228
1_SARS2-Nsp-1,3_SARS2-Nsp-3 (Papain like protease),0.822212
1_SARS-Spike S1 RBD,3_SARS2-Nsp-3 (Papain like protease),0.836221
1_SARS-Nucleocapsid,3_SARS2-Nsp-3 (Papain like protease),0.810831
1_SARS-Nsp-8,3_SARS2-Nsp-3 (Papain like protease),0.846418
1_SARS-Nsp-5 (Mpro),3_SARS2-Nsp-3 (Papain like protease),0.812201
1_SARS-Nsp-10,3_SARS2-Nsp-3 (Papain like protease),0.80674
